NTF_Links,Price
https://lh3.googleusercontent.com/AIMoheUqvHkUY1By_ibNQVgLi4cqIx--TipjgaqwpKx2aVqRnqMVg9mT5WW0fcxXgfm5ZD6x-rH55u-jStcknjKrDPVV-mMUFIbF=w600,($34.03)
https://lh3.googleusercontent.com/qP8o4chI6FdDA_iN49ejustHdOfJZidAgoS8d7nGppt0FlOmcrCV0qC7R4dYMnSzCPC7nBrDmaRw9SJU1htCGO_6_IBTgsWwsuu3=w600,($19.44)
https://lh3.googleusercontent.com/QxukiucOux5UhodFwIoQJ7qpvTeK-nIIu-7ZA7nP7I-mKQOdE_DfPEvrKbXvqC4Wh_jnnCQknKCixz-si0SOJfYRYkc1Bs_mfng-fQ=w600,"($6,344.85)"
https://lh3.googleusercontent.com/2N6FWPr-X8iJ1-Fhwx7nOy8PPhPfLtGLXBV9Fh2r9rX1MIDbmMS8Rn4nKsoiMT54iMw6h0KOKjU7ZF2iUkp8EnfrTU-UKs8BN4mYPA=w600,($324.05)
https://lh3.googleusercontent.com/uVztED3Fi3z9vXq3i0v83ukKZLe63BmHxwE7eSIz8sOUJVPHluA6f5TCly3AEwX6-VwLuRjLQLdR8k2Hw41wJvJBNptaPrY2Klj7BA=w600,($129.62)
https://lh3.googleusercontent.com/ol4eAPliVHFMnXJitLL_KOzW4HV6IptgofifotGE0K--Wc6msUblgkj01pekW6JCYOIACZsaSE_Xi1_jvWY8raoPaFoMpjLNdIZLpA=w600,($97.22)
https://lh3.googleusercontent.com/7V0R6Ng2UGVXEjfFTMIjU0Rv26EElNvB4nlnc16zZQsFQzEnwBJgglHgR-8-MVMMgXMDLkZIDFWbqTMaIfluXeMxkqhVg9Ntk0440A=w600,($126.38)
https://lh3.googleusercontent.com/-kvqzB_pYoRbupDrUM1SAOL9vMULX0oI5iAkiDHz3kWykE47Tpaiaf3O5yTnaJqOyu_0lRJktF-Bqj2s7v0mrfziF7jsK29LV-t7CA=w600,($421.27)
https://lh3.googleusercontent.com/8Fe_1WSjHir3KDts3nOzRpX2c2y4URMV0_eYSjX_QeQIQswvy9sZjaF_zk7lOAypcS7XQypwBgcVgWQeaHItJY-ZMtXj_kainxffRQ=w600,($97.22)
https://lh3.googleusercontent.com/Vbiw0fsrP56uItjRiW6uxDqDCTWs72hQcT-QIl9osBnR7uWG_bFo_O4XaZnDC6ktAkGXwlmrktwmySCHS6XnKLebd5s1wKusVu0N=w600,($194.43)
https://lh3.googleusercontent.com/2ikDq4oaNLoK43X1LonCAUKkmoZw1fo1C3fE3-dhC7Q4UfxxQ0eEiIPAx5uEJBAeOATTwvPrrwo-I0cD5jS7JxEjM2c8MxglFvBWgg=w600,($162.03)
https://lh3.googleusercontent.com/T0VZ8hc_IlRmNjo1jOv4lX6-OySjRBu93XVGvKNZjheEY7qBtWgbp01y7KNi50owSo322rfjCVFOSoZHDkLXPT7uXBgjvG377Hi5ChQ=w600,($129.78)
https://lh3.googleusercontent.com/6-Et3liCscjM0dOFe7ULH8eYW_e44V5F6gi4KJj-jRUdWDqtR1jjmt5kinlvIq658fOqtK-NhadKGR_LOubiJG_KHyf0C7thtDXT2g=w600,($191.43)
https://lh3.googleusercontent.com/ZqQSVX4HVjoTc8c-5svyrQX0DY1xMnrfOTkIC_InaFtB4u-LVx2B9aNpxQV8mOCjT8VFT6zezwBFzZSpEnnX4xHhx5jeKAHPNxMJbw=w600,($32.41)
https://lh3.googleusercontent.com/wD4GAQJ2vxOoUid9mfEhms3YbWfPqgTojcz9RuAEaM1q5KXxN-65zj8cDWV5Igf9E7R5_Orrott72qnD-XusMpfQwf16LdWR13w-=w600,($126.54)
https://lh3.googleusercontent.com/HrgLqljK0VetqOtgacJDQ-dzczzqxbpNj1iOB0slOCSQarJ5BKCz-qDiGRdM783lqjfHcf6Zz-iBYI4HNmKte51qVyrn89cfJ2-vTQ=w600,($126.54)
https://lh3.googleusercontent.com/6Sk8gfyvp7S49RDgMktkiN0OnuPnENwNZuHCjP2DmzfhlY46ZD4TL99q4sgC_GCCGolsYVWtKgoqKllX7HGRsSFoszLgc2zn0tXhVg=w600,($584.03)
